category,area_ha,centroid_lon,centroid_lat,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,ecosystem,province,canton,estimated_trees,log_area_ha,width_deg,height_deg,aspect_ratio_deg,rect_area_deg,center_x_utm,center_y_utm,min_x_utm,min_y_utm,max_x_utm,max_y_utm,width_utm,height_utm,aspect_ratio_utm,rect_area_utm,dist_to_ref_center,num_ecosystems,cluster,is_sensitive_ecosystem,operational_mission
MUNICIPAL,1935.38,-78.58952263702594,-3.3479728533563096,-78.61431326811768,-3.3713996330221696,-78.5647320059342,-3.324546073690449,"Bosque siempreverde piemontano de las coordilleras del Condor Kutuku, Bosque siempreverde montano bajo del sur de la coordillera Oriental de los Andes, Bosque siempreverde piemontano del Sur de la Coordillera Oriental de los Andes",MORONA SANTIAGO,GUALAQUIZA,774152,7.568058968612834,0.0495812621834801,0.0468535593317205,1.0582176003797286,0.0023230586094552,767850.0620856729,9629614.987835543,765087.420746671,9627030.030821169,770612.8405333894,9632199.968331331,5525.419786718325,5169.937510164455,1.0687594919385193,28566075.014759947,198076.08134370245,3,-1,False,Outlier / Not Recommended
MUNICIPAL,18333.62,-78.62553320936382,-0.034464425367666,-78.69656913846285,-0.1627406843215687,-78.55449728026481,0.0938118335862366,"Bosque siempreverde montano de coordillera occidental de los Andes, Bosque siempreverde montano bajo de coordillera occidental de los Andes,Bosque siempreverde montano alto de coordillera Occidental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,7333448,9.816491811787944,0.1420718581980367,0.2565525179078053,0.5537730005648146,0.0364488929445469,764294.8304328788,9996187.349828431,756382.6933278011,9981997.620078454,772206.0808254493,10010378.54226918,15823.387497648248,28380.922190727662,0.5575360585998629,449082329.3644879,229566.56655654748,3,0,True,Large Area - Multiple Missions or Multi-Robot
MUNICIPAL,29723.55,-78.4838380514193,0.1481378495388548,-78.67166882107513,0.0189259523777179,-78.29600728176345,0.2773497466999916,"Bosque siempreverde montano de coordillera occidental de los Andes, Bosque siempreverde montano bajo de coordillera occidental de los Andes,Bosque siempreverde montano alto de coordillera Occidental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,11889420,10.299694939881403,0.3756615393116789,0.2584237943222737,1.453664662896855,0.09707988036987,780075.5420651291,10016389.591753304,759156.7698081576,10002093.62648085,800995.6884655682,10030689.883006742,41838.91865741066,28596.256525892764,1.463090758733603,1196436450.693276,254850.72510724227,3,0,True,Large Area - Multiple Missions or Multi-Robot
PROVINCIAL,7.91,-79.53774428807631,-0.0882909223191266,-79.53904750184412,-0.0927860145701044,-79.53644107430848,-0.0837958300681488,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,3164,2.068127781905985,0.002606427535639,0.0089901845019556,0.2899192163578865,2.3432264436372063e-05,662730.0434726723,9990237.999812672,662584.9610348598,9989741.000101613,662875.12503482,9990735.000098538,290.16399996029213,993.9999969247727,0.2919154938206304,288423.0150682102,196864.0248921345,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,2780.17,-79.61800902383715,-2.7647651406650047,-79.6580212748744,-2.795467148352972,-79.5779967727999,-2.734063132977038,"Bosque siempreverde e stacional piemontano de Coordillera Occidental de los Andes, Bosque semideciduo de tierras bajas de Jama Zapotillo",GUAYAS,NARANJAL,1112068,7.930267355894528,0.0800245020744938,0.0614040153759338,1.303245403111089,0.0049138257558336,653618.1151313992,9694318.623803884,649165.7848760146,9690929.21805195,658070.7056149574,9697707.99248921,8904.920738942805,6778.774437259883,1.3136475953522122,60364449.07097087,99195.69819698892,2,1,False,Medium Area - Standard Mission
MUNICIPAL,22956.87,-80.04296326952544,-4.17138433187808,-80.2409024253397,-4.2697070272357225,-79.84502411371118,-4.073061636520437,"Bosque semideciduo piemontano de Catamayo Alamor,Bosque deciduo piemontano de Catamayo Alamor",LOJA,CELICA,9182748,10.041372517098768,0.3958783116285218,0.1966453907152852,2.013158346480337,0.0778476452658981,606218.9173453555,9538863.99277374,584238.1399772229,9528018.775021026,628206.1130034362,9549704.909566635,43967.97302621335,21686.134545609355,2.0274693460810065,953495378.7441856,259535.75204579224,2,1,False,Medium Area - Standard Mission
MUNICIPAL,12873.9,-79.68224763281128,-3.1895804797989564,-79.76480736777692,-3.260995258891207,-79.59968789784564,-3.1181657007067054,"Bosque siempreverde estacional piemontano de Coordillera Ocidental de los Andes, Bosque semideciduo de tierras bajas Jama Zapotillo",EL ORO,EL GUABO,5149560,9.462957284988873,0.1651194699312839,0.1428295581845016,1.1560595080881615,0.0235839409379443,646420.1294258677,9647358.170539524,637235.5773313912,9639473.980504204,655606.0271737818,9655242.137485458,18370.449842390604,15768.156981252134,1.1650346875815196,289668136.93103355,146463.942605905,2,1,False,Medium Area - Standard Mission
PROVINCIAL,94.89,-78.81260708125751,-0.3060417426984567,-78.81905344349184,-0.312075629913765,-78.8061607190232,-0.3000078554831485,"Bosque siempreverde montano bajo de coordillera occidental de los Andes,Bosque siempreverde montano de coordillera occidental de los Andes",SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,37956,4.552718325996206,0.0128927244686423,0.0120677744306164,1.0683596610468007,0.0001555864906836,743458.1596893235,9966148.356632965,742740.1890278106,9965481.090156311,744176.1315762395,9966815.628445225,1435.942548428895,1334.5382889118046,1.0759845261530117,1916320.3115559528,193310.2251022785,2,-1,False,Outlier / Not Recommended
MUNICIPAL,588.08,-76.55529931214284,-0.1651362823893777,-76.56852132033792,-0.1802698343802874,-76.54207730394775,-0.1500027303984679,Bosque siempreverde de tierras bajas del Aguarico Putumayo Coqueta,SUCUMBIOS,SHUSHUFINDI,235232,6.376862993067533,0.0264440163901724,0.0302671039818195,0.8736883294935723,0.0008003837937782,326913.4397047485,9981740.70645595,325441.75488991,9980067.247225327,328385.129465227,9983414.143572057,2943.3745753170224,3346.8963467292488,0.8794340398956643,9851169.613184296,379621.5930242407,1,-1,False,Outlier / Not Recommended
PROVINCIAL,80.28,-79.147438893182,-0.1002092147858382,-79.15060597765724,-0.1083308395189855,-79.14427180870675,-0.092087590052691,Sin Informacion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,32112,4.385520523940594,0.0063341689504881,0.0162432494662945,0.3899569832794119,0.0001028874864244,706179.525328264,9988918.039452909,705826.8706578395,9988019.904806191,706532.17668948,9989816.1772947,705.3060316405026,1796.2724885065109,0.3926497990438679,1266921.8206135374,201647.592239882,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,16115.68,-79.39608353693151,-4.565485598296867,-79.48947415992868,-4.724327834021752,-79.30269291393437,-4.406643362571983,"Bosque siempreverde montano de Catamayo Alamor, Bosque siempreverde montano alto de Catamayo Alamor, Bosque semideciduo piemontano de Catamayo Alamor",LOJA,ESPINDOLA,6446272,9.687547990070485,0.186781245994311,0.3176844714497688,0.5879457832923961,0.0593375014104319,677936.3176034995,9495167.672558142,667535.7213412179,9477626.037479654,688340.5896828902,9512709.483141895,20804.86834167235,35083.44566224143,0.5930109756597541,729906467.9751489,299067.930537998,3,1,True,Medium Area - Standard Mission
MUNICIPAL,27430.7,-79.95475893687785,-4.330375801109783,-80.14089135370082,-4.456864541963303,-79.76862652005487,-4.203887060256263,"Bosque semideciduo piemontano de Catamayo Alamor, Bosque siempreverde estacional montano bajo Catamayo Alamor",LOJA,MACARA,10972280,10.21941810311026,0.3722648336459571,0.25297748170704,1.4715334727125,0.0941746201438444,615985.7426190422,9521274.331346396,595313.6867888994,9507317.05923408,636665.3202954925,9535228.137836324,41351.63350659318,27911.07860224321,1.481549104421506,1154168693.1336763,275203.80924783443,2,1,False,Medium Area - Standard Mission
MUNICIPAL,22794.82,-78.12374898437957,-1.65342275214409,-78.29329109568647,-1.8587406772242392,-77.95420687307266,-1.448104827063941,"Bosque siempreverde piemontano del Norte de la Coordillera Oriental de los Andes,Bosque siempreverde montano bajo del Nprte de la Coordillera Oriental de los Andes, Bosque siempreverde montano del Norte de la Coordillera Oriental de los Andes",MORONA SANTIAGO,PALORA,9117928,10.034288596147883,0.3390842226138062,0.4106358501602982,0.8257540632550353,0.1392401380289641,820057.496937834,9817014.654734643,801144.0672722524,9794321.733970651,171228.52446419623,9839726.222749433,-629915.5428080561,45404.48877877928,-13.873420002086805,-28600993195.00705,165183.84187241257,3,-1,False,Outlier / Not Recommended
MUNICIPAL,25.11,-78.13451701821715,-2.4299966978159,-78.13762230944688,-2.433150889304237,-78.13141172698742,-2.4268425063275614,Intervencion,MORONA SANTIAGO,SUCUA,10044,3.223266173209318,0.0062105824594596,0.0063083829766754,0.98449658144186,3.917873266249419e-05,818705.0048549845,9731072.622852623,818358.5987466194,9730724.279935138,819051.412555366,9731420.96685941,692.8138087466359,696.6869242712855,0.994440665683951,482674.3215083684,173736.79097133156,1,-1,False,Outlier / Not Recommended
MUNICIPAL,7281.75,-78.9407902762787,-0.0095794652323028,-79.0612196172685,-0.0399272561503979,-78.8203609352889,0.0207683256857922,Bosque siempreverde piemontano de coordillera occidental de los Andes,PICHINCHA,SAN MIGUEL DE LOS BANCOS,2912700,8.893126496918502,0.2408586819796028,0.0606955818361901,3.9683066003279137,0.0146190578430498,729188.1603587293,9998940.492453173,715779.1233089264,9995584.293700896,742598.1561038537,10002297.197235614,26819.032794927363,6712.903534717858,3.9951464602791376,180033580.04678205,217928.1314052992,1,-1,False,Outlier / Not Recommended
MUNICIPAL,26.86,-79.16123401627151,-0.2359185342654194,-79.16298838703715,-0.2396331734474755,-79.15947964550587,-0.2322038950833632,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,10744,3.290638191132321,0.0035087415312773,0.0074292783641123,0.4722855823980152,2.606741754358101e-05,704642.260432539,9973910.387557007,704446.8887062502,9973499.621514551,704837.6316009057,9974321.154385844,390.7428946554428,821.5328712910414,0.4756266100964573,321008.1321828588,186736.11392437544,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,8.19,-79.29190293977064,-0.1833289375929167,-79.29370505381218,-0.1851201746483258,-79.2901008257291,-0.1815377005375076,Intervención,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,3276,2.102913897987078,0.003604228083077,0.0035824741108182,1.006072051189728,1.291205379710744e-05,690095.8200175073,9979727.57482329,689895.1822439671,9979529.520003634,690296.4578357609,9979925.629996425,401.2755917938193,396.1099927891046,1.0130408197160832,158949.27177189346,189251.87125629248,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,16608.67,-79.73438787829653,-4.046746210292552,-79.89980165086665,-4.175673703086785,-79.5689741057264,-3.91781871749832,"Bosque semideciduo montano bajo de Catamayo Alamor, Bosque semideciduo piemontano de Catamayo Alamor, Bosque siempreverde estacional montano bajo de Catamayo Alamor",LOJA,PALTAS,6643467,9.717680127155813,0.3308275451402522,0.2578549855884651,1.2829984384527373,0.085305531884407,640493.5529268177,9552595.97686826,622109.1941532696,9538369.0220331,658884.1863954247,9566820.9556038,36774.992242155015,28451.933570699766,1.292530511178515,1046319636.3367938,241409.94154416592,3,1,False,Medium Area - Standard Mission
MUNICIPAL,1448.93,-80.10112788249563,-4.112047904424962,-80.13206997478517,-4.129139065875981,-80.0701857902061,-4.094956742973944,Bosque semideciduo piemontano de Catamayo Alamor,LOJA,PINDAL,579572,7.278580631975703,0.0618841845790711,0.0341823229020361,1.8104147850341124,0.002115345179811,599770.2727442048,9545431.205071973,596333.5333260642,9543545.601968868,603207.1787458621,9547316.706213716,6873.64541979786,3771.104244848713,1.822714243231372,25921233.420184627,254457.6053371696,1,-1,False,Outlier / Not Recommended
PROVINCIAL,15.21,-79.55431810125484,-2.444440340550075,-79.55684564583838,-2.4459940626447225,-79.5517905566713,-2.4428866184554274,Bosque deciduo de tierras bajas del Jama Zapotillo,GUAYAS,NARANJAL,6084,2.721953106336948,0.0050550891670724,0.003107444189295,1.6267669610028237,1.5708407458587784e-05,660739.9055234555,9729727.746373655,660458.6330684614,9729556.25789624,661021.1788221642,9729899.234701484,562.5457537027542,342.97680524364114,1.6401859982965823,192940.14540834684,63879.82804156125,1,3,False,Special Configuration Required
PROVINCIAL,42.5,-80.11505916852097,-2.714775300351629,-80.11859580331361,-2.718912547919161,-80.11152253372833,-2.7106380527840965,Bosque deciduo de tierras bajas del Jama Zapotillo,GUAYAS,GUAYAQUIL,17000,3.749504075953901,0.0070732695852768,0.0082744951350646,0.854827831183903,5.8527734772374045e-05,598365.9011017467,9699897.525350098,597972.4205881277,9699440.457686124,598759.3841570028,9700354.592707548,786.9635688751005,914.1350214257836,0.860883294512452,719390.9588949512,110193.04133937156,1,3,False,Special Configuration Required
PROVINCIAL,79.76,-79.45955613081561,-1.991420357098328,-79.4669019780163,-1.996637988060568,-79.45221028361493,-1.986202726136088,Intervencion,GUAYAS,SIMON BOLIVAR,31904,4.379022125666121,0.0146916944013639,0.01043526192448,1.4078892412857886,0.0001533116791926,671330.7319509448,9779807.27633544,670512.9809853544,9779231.11879936,672148.4894824611,9780383.43418672,1635.5084971067265,1152.315387358889,1.419323663510125,1884621.607372292,20121.10447226625,1,3,False,Special Configuration Required
MUNICIPAL,41715.61,-77.96025874599232,-1.9846705965401088,-78.1441742285116,-2.1204229416631506,-77.77634326347302,-1.8489182514170683,"Bosque siempreverde piemontano de las coordilleras del Condor Kutuku, Bosque siempreverde montano bajo del Sur de la Coordillera Oriental de los Andes,Bosque inundable de la llanura aluvial de los rios de origen andino y de las Coordilleras Amazonicas",MORONA SANTIAGO,HUAMBOYA,16686244,10.63863067826656,0.3678309650385785,0.2715046902460822,1.3547867749555365,0.0998678322257167,170646.39874499064,9780338.528758632,817697.8657812983,9765335.34511526,191100.8009907472,9795396.657683816,-626597.0647905511,30061.31256855465,-20.843968917244688,-18836330219.20765,486091.16984825337,3,-1,False,Outlier / Not Recommended
MUNICIPAL,12094.5,-79.81453983171241,-3.6653373432619096,-79.93958050379416,-3.7563510599576846,-79.68949915963066,-3.5743236265661347,"Bosque siempreverdeestacional piemontano del Catamayo Alamor, Bosque siempreverde piemontano Catamayo Alamor y Bpsque siempreverde estacional tierras bajas de Jama Zapotillo",EL ORO,PINAS,4837800,9.40050608279327,0.2500813441635046,0.1820274333915499,1.373866225162342,0.0455216652171916,631653.3874498241,9594777.471303953,617753.0424443029,9584732.980929537,645556.8387645623,9604820.91020713,27803.79632025934,20087.92927759327,1.384104649913877,558520694.1299776,200248.1944600909,2,1,False,Medium Area - Standard Mission
PROVINCIAL,21.71,-80.09200257015361,-1.8120273551403765,-80.0958258433718,-1.814584871293455,-80.08817929693542,-1.8094698389872976,Intervencion,GUAYAS,ISIDRO AYORA,8684,3.077772983936262,0.0076465464363764,0.0051150323061572,1.4949162554174935,3.911233205259721e-05,600991.4414193552,9799690.557051392,600566.023533893,9799408.049140912,601416.8607504788,9799973.0646571,850.8372165857581,565.0155161879957,1.505865223533359,480736.2291211596,55915.722278458044,1,3,False,Special Configuration Required
PROVINCIAL,19.73,-79.2746410016353,-2.360726107490648,-79.27806707696637,-2.3650227668963484,-79.27121492630425,-2.356429448084948,Bosque siempreverde estacional piemontano de coordillera occidental de los Andes,GUAYAS,EL TRIUNFO,7892,2.9821403200852084,0.0068521506621124,0.0085933188114002,0.7973810835041989,5.8882715183279294e-05,691856.5013576949,9738948.336821768,691474.8244464474,9738473.675858345,692238.1802300938,9739422.99853537,763.3557836463442,949.3226770255716,0.8041057083322766,724670.9560541004,64950.12590856684,1,3,False,Special Configuration Required
PROVINCIAL,129.84,-80.05624286491789,-2.27677464333719,-80.08040956265275,-2.323130316264576,-80.03207616718304,-2.230418970409804,"Bosque semideciduo de tierras bajas de Jama Zapotillo, Manglar de Jama Zapotillo",GUAYAS,GUAYAQUIL,51936,4.866302923214038,0.0483333954697116,0.0927113458547719,0.5213320387354922,0.0044810541437278,604938.9548152603,9748312.327417586,602248.2575947618,9743189.62375091,607629.7743574169,9753435.05427861,5381.516762655112,10245.430527700111,0.5252601877592963,55135956.12543656,68585.89322165542,2,-1,True,Outlier / Not Recommended
PROVINCIAL,141.54,-80.18854583863312,-1.9247366567105115,-80.1954280328769,-1.9327233067227048,-80.18166364438933,-1.9167500066983183,Bosque deciduo de tierras bajas de Jama Zapotillo,GUAYAS,SAN ISIDRO,56616,4.952582362654704,0.0137643884875728,0.0159733000243864,0.8617122075492584,0.0002198627069642,590246.9595744023,9787236.500071518,589481.0791009611,9786354.000394296,591012.8467402546,9788118.99959547,1531.7676392934518,1764.9992011748254,0.8678574122146928,2703568.6597383907,66605.58558749413,1,3,False,Special Configuration Required
PROVINCIAL,9.99,-80.00213275719446,0.4991612826856127,-80.00421731281132,0.4961639397548448,-80.00004820157758,0.5021586256163806,Bosque siempreverde de tierras bajas del Choco Ecuatorial,ESMERALDAS,MUISNE,3996,2.3015845927605625,0.004169111233736,0.0059946858615357,0.6954677250094092,2.499251216804776e-05,611039.1054319034,10055180.758073073,610807.1700105309,10054849.375833746,611271.0404891684,10055512.140811631,463.8704786375165,662.7649778872728,0.6999019171403993,307437.10751675226,265639.47063966776,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,16.99,-79.9938649492318,0.4818528692969692,-79.99682609653526,0.4793331451017825,-79.99090380192834,0.484372593492156,Bosque siempreverde de tierras bajas del Choco Ecuatorial,ESMERALDAS,MUISNE,6795,2.832624935742699,0.0059222946069183,0.0050394483903735,1.1751868404971622,2.9845098024152665e-05,611959.5000779722,10053267.500181835,611630.0000141832,10052988.903177964,612288.9999854299,10053546.097840017,658.9999712466961,557.1946620512754,1.1827104890406674,367191.266270603,263597.4272743928,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,34.82,-79.79471819048015,0.7893691554423032,-79.79928413613985,0.7849763395474612,-79.79015224482046,0.7937619713371454,"Bosque siempreverde estacional de tierras bajas del Choco Ecuatorial, Bosque siempreverde estacional piemontano de coordillera costera del Choco",ESMERALDAS,ATACAMES,13928,3.5501919343687622,0.0091318913193845,0.0087856317896842,1.0394119055495703,8.022943467552656e-05,634115.0004953452,10087268.500535486,633607.00008409,10086782.70715022,634622.9999133621,10087754.296127832,1015.9998292720412,971.5889776144176,1.0457095054388343,987134.2353788454,294653.93571306043,2,-1,False,Outlier / Not Recommended
PROVINCIAL,6.2,-79.26444549122084,-0.2809635052006711,-79.26690649709818,-0.2831911969760448,-79.2619844853435,-0.2787358134252976,Intervención,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,2480,1.8245492922123363,0.0049220117546724,0.0044553835507472,1.1047333173175764,2.1929450208351976e-05,693151.1950174009,9968930.739706634,692877.1869104924,9968684.44001093,693425.2032970206,9969177.03998918,548.0163865282666,492.59997824952006,1.1124977887221172,269952.8600842047,179234.86256847193,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,11859.17,-79.45913805519078,-3.740160878923122,-79.54555686636873,-3.813223358216893,-79.37271924401283,-3.667098399629353,"Bosque siempreverde montano del Catamayo Alamor, Bosque siempreverde montano bajo del Catamayo Alamor",EL ORO,PORTOVELO,4743668,9.380856686966274,0.1728376223558996,0.1461249585875399,1.1828069813929136,0.0252558904091246,671117.1983595598,9586443.83239453,661504.5082368858,9578381.655099882,680731.5927457963,9594505.70571224,19227.084508910542,16124.050612358376,1.19244754132517,310018483.7497653,207538.0082585515,2,1,False,Medium Area - Standard Mission
MUNICIPAL,2096.12,-78.48425163749555,-2.943203627919284,-78.52722188038535,-3.0116045526756863,-78.44128139460574,-2.8748027031628816,"Bosque siempreverde montano del Sur de la Cordillera Oriental de los Andes, Bosque siempreverde piemontano del Sur de la Cordillera Oriental de los Andes",MORONA SANTIAGO,LIMON INDAZA,838448,7.647843295710979,0.0859404857796164,0.1368018495128047,0.6282114273854239,0.0117568174026804,779663.0156399792,9674369.290478785,774866.2581870954,9666812.363247355,784460.1194930649,9681926.524877995,9593.861305969534,15114.161630639806,0.6347597399329106,145003170.44036463,171287.646488184,2,1,False,Medium Area - Standard Mission
MUNICIPAL,28984.74,-80.08588172628427,-3.956775339829506,-80.29579664881005,-4.041637646432666,-79.87596680375849,-3.871913033226346,"Bosque siempreverde estacional piempontano de Catamayo Alamor,Bosque deciduo de tierras bajas de Jama Zapotillo,Bosque siempreverde estacional montano bajo de Catamayo Alamor",LOJA,PUYANGO,11593896,10.274524763576656,0.4198298450515665,0.1697246132063203,2.473594339953624,0.0712554580638465,601481.9304666873,9562594.599350853,578168.5887458606,9553236.31295079,624801.1554523243,9571948.065740371,46632.566706463695,18711.752789583057,2.492153847416252,872577060.15509,237354.95864748416,3,1,False,Medium Area - Standard Mission
PROVINCIAL,899.65,-79.60741179422126,0.8998538853435754,-79.62798381769554,0.8829318362661832,-79.58683977074698,0.9167759344209676,"Bosque siempreverde estacional de tierras bajas del Choco Ecuatorial, Bosque siempreverde estacional piemontano de coordillera costera del Choco,Bosque semideciduo de tierras bajas de Jama Zapotillo",ESMERALDAS,ESMERALDAS,359860,6.802005798799639,0.0411440469485597,0.0338440981547844,1.2156933697773846,0.0013924831634121,654956.5707888361,10099490.552093666,652667.726732892,10097618.74528369,657245.4003971978,10101362.404858664,4577.673664305825,3743.659574974328,1.222780429851449,17137251.84448632,306024.06982208113,3,-1,False,Outlier / Not Recommended
PROVINCIAL,2.7,-79.38833400927697,0.1807928120995608,-79.39000492915092,0.1803133461456317,-79.38666308940304,0.1812722780534899,Intervencion,ESMERALDAS,QUININDE,1080,0.9932517733806538,0.0033418397478754,0.0009589319078582,3.48495678945837,3.204596765186621e-06,679360.999934284,10019991.00003521,679175.0000029132,10019937.96706052,679546.9999970484,10020044.03311466,371.9999941352289,106.06605413928628,3.507248357171938,39456.57151776137,227664.95679191127,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,91.8,-79.63336353164317,-1.0094128256011676,-79.69462528457655,-1.0374456179627634,-79.57210177870978,-0.9813800332395718,"Bosque semideciduo de tierras bajas de Jama Zapotillo, Bosque siempreverde estacional de tierras bajas de Jama Zapotillo",GUAYAS,EL EMPALME,36720,4.519612297637338,0.1225235058667664,0.0560655847231915,2.1853603112556885,0.0068693519987556,652063.4888043373,9888397.48492677,645244.513864525,9885301.001025738,658882.7194408372,9891493.99883899,13638.205576312146,6192.997813252732,2.2021977057903697,84461377.31079234,95033.24437451482,2,-1,False,Outlier / Not Recommended
PROVINCIAL,14983.43,-80.38628536115576,-1.405646502368278,-80.45718940743504,-1.4970370701433318,-80.31538131487646,-1.314255934593224,"Bosque siempreverde estacional montano bajo de Cordillera Costera del Pacífico Ecuatorial, Bosque siempreverde estacional piemontano de Cordillera Costera del Pacífico Ecuatorial",MANABI,24 DE MAYO,5993372,9.614700202823816,0.1418080925585769,0.1827811355501076,0.7758354895648745,0.0259198441880514,568271.9736281754,9844624.544594368,560381.6583334611,9834524.57296204,576162.8349867654,9854724.538177252,15781.176653304254,20199.96521521173,0.7812477142989999,318779219.45185745,102036.8524289958,2,-1,False,Outlier / Not Recommended
PROVINCIAL,21319.17,-78.50352031018942,-1.7604497413523967,-78.57679017885506,-1.8658164618044488,-78.43025044152377,-1.6550830209003446,"Herbazal del Páramo, Herbazal y Arbustal siempreverde subnival del Páramo, Bosque siempreverde montano alto del Norte de la Cordillera Oriental de los Andes, Arbustal siempreverde y Herbazal del Páramo",CHIMBORAZO,"PENIPE, RIOBAMBA, CHAMBO",8527668,9.9673619469404,0.1465397373312953,0.2107334409041041,0.6953796037649275,0.0308808230770074,777753.7694111036,9805230.809386602,769581.3289334818,9793584.795829274,785926.6520886464,9816877.796772908,16345.323155164602,23293.00094363466,0.701726806035726,380731627.67726254,121762.86124255946,4,-1,True,Outlier / Not Recommended
PROVINCIAL,13280.0,-80.78825133964133,-1.625341789277526,-80.85437171103816,-1.7116245752507708,-80.72213096824453,-1.5390590033042812,"Bosque siempreverde estacional piemontano de Cordillera Costera del Pacífico Ecuatorial, Bosque siempreverde estacional de tierras bajas del Jama-Zapotillo, Bosque semideciduo de tierras bajas del Jama-Zapotillo,Bosque semideciduo de Cordillera",MANABI,PUERTO LOPEZ,5312000,9.4940144230305,0.1322407427936269,0.1725655719464895,0.766321697518619,0.0228201994148108,523552.9617733011,9820349.17880194,516197.618122206,9810812.87690439,530908.9082471489,9829885.31355828,14711.290124942898,19072.436653887853,0.7713377368561494,280580149.0049393,135695.85528070302,4,-1,False,Outlier / Not Recommended
PROVINCIAL,4911.86,-80.41052764960834,-1.0389589850615368,-80.46200719934095,-1.081851170511547,-80.35904809987574,-0.9960667996115268,"Bosque deciduo de tierras bajas del Jama-Zapotillo,Bosque semideciduo de Cordillera Costera del Pacífico Ecuatorial",MANABI,PORTOVIEJO,1964743,8.499407967792338,0.1029590994652096,0.0857843709000202,1.2002081169890266,0.0088322815760556,565583.9664102407,9885157.571618153,559855.4138717338,9880417.491686173,571312.6902226318,9889897.645126024,11457.27635089797,9480.153439851478,1.2085538935197084,108616737.80929436,129163.27291041588,2,1,False,Medium Area - Standard Mission
PROVINCIAL,22262.55,-80.44241360611477,-0.7519266130902116,-80.50790796222688,-0.8986927183624085,-80.37691925000264,-0.6051605078180148,"Bosque deciduo de tierras bajas del Jama-Zapotillo,Bosque semideciduo de tierras bajas del Jama-Zapotillo,Bosque semideciduo de Cordillera Costera del Pacífico Ecuatorial",MANABI,"SUCRE, ROCAFUERTE",8905020,10.010661173524694,0.1309887122242372,0.2935322105443937,0.44624987334457,0.0384494062555438,562041.0837345042,9916885.50709856,554751.5100144782,9900663.68279264,569330.8214688635,9933107.574468171,14579.311454385286,32443.89167553,0.4493699954429609,473009601.52989,155451.18906439497,3,-1,False,Outlier / Not Recommended
MUNICIPAL,11494.17,-80.17224113357418,-0.9646823536750224,-80.28054116804631,-1.022328424381058,-80.06394109910204,-0.9070362829689866,"Bosque siempreverde estacional piemontano de Cordillera Costera del Pacífico Ecuatorial, Bosque siempreverde estacional montano bajo de Cordillera Costera del Pacífico Ecuatorial",MANABI,JUNIN,4597668,9.349595229283786,0.2166000689442739,0.1152921414120713,1.878706253632732,0.0249722857785876,592099.093011599,9893362.312437024,580047.2128870101,9886992.904403456,604151.6173985262,9899731.684893698,24104.4045115161,12738.780490241945,1.8922065993662789,307060717.9202012,118884.67154086167,2,-1,False,Outlier / Not Recommended
PROVINCIAL,1128.75,-80.4808670628423,-2.5355962436106747,-80.5143889848276,-2.573443304253287,-80.447345140857,-2.4977491829680627,"Bosque deciduo de tierras bajas de Jama Zapotillo, Bosque deciduo de coordillera costera del Pacifico Ecuatorial",GUAYAS,PLAYAS,451500,7.0288661047320815,0.0670438439706089,0.0756941212852244,0.8857206074466355,0.0050748248569389,557711.110790253,9719727.027060924,553982.8637663088,9715545.001193555,561439.569212218,9723908.998499649,7456.705445909291,8363.997306089848,0.8915241329022371,62367864.261890806,123325.82491945666,2,1,False,Medium Area - Standard Mission
PROVINCIAL,18.76,-80.22331298713809,-2.303537538661072,-80.22559578615973,-2.30901268144493,-80.22103018811644,-2.298062395877214,Bosque deciduo de tierras bajas de Jama Zapotillo,GUAYAS,GUAYAQUIL,7504,2.9317269436313835,0.0045655980432854,0.0109502855677159,0.416938681472133,4.999460236138121e-05,586359.1003413566,9745364.984946918,586104.9333212767,9744759.889958048,586613.2686547381,9745970.080139436,508.3353334614076,1210.1901813875884,0.4200458252587513,615182.4294073811,85101.97044409438,1,3,False,Special Configuration Required
