category,area_ha,centroid_lon,centroid_lat,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,ecosystem,province,canton,estimated_trees,log_area_ha,width_deg,height_deg,aspect_ratio_deg,rect_area_deg,center_x_utm,center_y_utm,min_x_utm,min_y_utm,max_x_utm,max_y_utm,width_utm,height_utm,aspect_ratio_utm,rect_area_utm,dist_to_ref_center,num_ecosystems,cluster,is_sensitive_ecosystem,operational_mission
MUNICIPAL,46231.61,-78.62961597932426,-3.71922824733085,-78.85359030132,-3.8888893061078416,-78.40564165732853,-3.5495671885538584,"Bosque siempreverde montano bajo del sur de la coordillera del condor Kutuku,Bosque siempreverde montano bajo del sur de la coordillera oriental de los Andes",ZAMORA CHINCHIPE,YANTZAZA,18492644,10.741419042246532,0.4479486439914666,0.3393221175539831,1.3201280420515882,0.1519988824346197,763287.5744608187,9588554.301864116,738350.9996810907,9569851.36244813,788235.4258977601,9607256.911679544,49884.42621666938,37405.54923141375,1.3336103129525592,1865954360.7284527,231044.2967523433,2,1,False,Medium Area - Standard Mission
MUNICIPAL,24244.92,-78.27879534615838,-0.2351706739568681,-78.3478829185851,-0.3842809986076527,-78.20970777373167,-0.0860603493060836,"Herbazal de paramo, Arbustal siempreverde montano del norte de los Andes, Bosque siempreverde montano alto del norte de la coordillera oriental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,9697968,10.095962389884638,0.1381751448534345,0.2982206493015691,0.4633319145193598,0.0412066814155296,802914.0787277014,9973977.031345991,795213.7778539475,9957479.54744913,810612.9467615929,9990476.378216809,15399.168907645391,32996.830767676234,0.466686301362311,508123770.4084367,232383.3352887465,3,0,True,Large Area - Multiple Missions or Multi-Robot
MUNICIPAL,16142.72,-78.86203577610453,0.1730577167428459,-78.94763811954816,0.1045930666683102,-78.77643343266091,0.2415223668173815,"Bosque siempreverde piemontano de coordillera occidental de los Andes, Bosque siempreverde montano bajo de coordillera occidental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,6457088,9.689224453027917,0.1712046868872505,0.1369293001490713,1.2503144721440191,0.0234429379577121,737956.4104082605,10019141.492248807,728425.2975849902,10011568.147410292,747487.6521090303,10026715.731123235,19062.35452404013,15147.58371294476,1.2584419327386611,288748610.9187291,239901.36583816685,2,0,False,Large Area - Multiple Missions or Multi-Robot
MUNICIPAL,126390.82,-78.69332983571697,0.3747358719776709,-79.01664137197989,0.2036631273098157,-78.37001829945405,0.545808616645526,"Bosque siempreverde montano de Coordillera Occidental de los Andes, Bosque siempreverde montano bajo de Coordillera Occidental de los Andes",IMBABURA,COTACACHI,50556328,11.747134131475184,0.6466230725258413,0.3421454893357103,1.889906752508648,0.2212391675651144,756739.0083775849,10041453.3936484,720741.1583693143,10022524.480596645,792741.4193130278,10060392.306440528,72000.26094371348,37867.82584388368,1.901357137337233,2726493342.130722,267453.226673593,2,-1,False,Outlier / Not Recommended
MUNICIPAL,7.88,-80.18420544982621,-3.4515818967176832,-80.18592626941363,-3.4532570946411782,-80.1824846302388,-3.4499066987941887,Manglar Jama Zapotillo,EL ORO,HUAQUILLAS,3152,2.064327903996692,0.0034416391748237,0.0033503958469895,1.0272332896672078,1.1530853598166234e-05,590617.000331752,9618453.02169593,590425.6834399841,9618268.00027094,590808.3178982392,9618638.04292703,382.6344582551392,370.0426560919732,1.0340279747613808,141591.07124504494,187028.5560157594,1,-1,True,Outlier / Not Recommended
MUNICIPAL,15929.69,-78.81298595244567,0.0783716315967864,-78.94090913882917,-0.0357347962418791,-78.68506276606219,0.192478059435452,"Bosque siempreverde montano bajo de coordillera occidental de los Andes, Bosque siempreverde piemontano de coordillera occidental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,6371876,9.675939942576704,0.2558463727669817,0.228212855677331,1.121086587723327,0.0583874313438398,743419.1966876633,10008668.77708532,729174.8842000001,9996047.6621,757663.6947036845,10021292.103128562,28488.81050368445,25244.441028561443,1.1285181744151598,719184096.734124,232066.18387729625,2,0,False,Large Area - Multiple Missions or Multi-Robot
MUNICIPAL,35059.29,-78.84319209355152,-3.136480032218932,-79.01570373992188,-3.288494048629892,-78.67068044718118,-2.984466015807972,"Herbazal de paramo,Bosque siempreverde montano alto del Sur de la Cordillera Oriental y Arbustal siempreverde",AZUAY,SIGSIG,14023716,10.464795907271911,0.3450232927406915,0.30402803282192,1.1348403908791642,0.1048967529696938,739698.2686570223,9653074.307101697,720485.4227241576,9636299.51643496,758917.1694128471,9669849.702899398,38431.74668868957,33550.186464438215,1.1455002412408188,1289392267.559591,163165.83476814954,2,1,True,Medium Area - Standard Mission
MUNICIPAL,9347.56,-78.64241870145761,-2.8500152742550107,-78.70259500957016,-2.938100110469584,-78.58224239334507,-2.7619304380404373,"Bosque siempreverde montano alto del Sur de la coordillera Oriental de los Andes,Herbazal de páramo y Arbustal siempreverde",AZUAY,EL PAN,3739024,9.14287062565934,0.1203526162250909,0.1761696724291468,0.6831630772903444,0.0212024809763651,762091.5552816382,9684716.847831888,755378.3962351913,9674986.259842984,768805.4094584745,9694447.91688052,13427.013223283226,19461.657037537545,0.6899213770638636,261311926.39001969,151539.68027199153,2,1,True,Medium Area - Standard Mission
MUNICIPAL,13841.57,-80.3998663602221,-4.101285712031563,-80.48060289546666,-4.2182433859673685,-80.31912982497755,-3.984328038095758,"Bosque deciduo piemontano del Catamayo Alamor, Bosque deciduo de tierras bajas de Jama Zapotillo, Bosque semideciduo piemontano del Catamayo Alamor",LOJA,ZAPOTILLO,5536628,9.53543166204434,0.1614730704891087,0.2339153478716102,0.6903055796382856,0.0377710294553569,566611.1913968972,9546651.98373903,557641.1607620503,9533729.696275076,575583.6845592316,9559573.710764728,17942.52379718132,25844.01448965259,0.6942622557484032,463706844.9952904,262698.0880822443,3,1,False,Medium Area - Standard Mission
MUNICIPAL,2985.55,-78.55401311374976,0.0537041565370218,-78.58567785887448,0.0091047495881288,-78.52234836862506,0.0983035634859149,"Bosque siempreverde montano de coordillera occidental de los Andes, Bosque siempreverde montano bajo de coordillera occidental de los Andes",PICHINCHA,DISTRITO METROPOLITANO DE QUITO,1194220,8.001539263460607,0.0633294902494157,0.0891988138977861,0.7099812965226686,0.0056489154149992,772260.2498192426,10005941.37260862,768733.6789003199,10001007.2485234,775786.7353616233,10010875.733121954,7053.056461303495,9868.48459855467,0.7147051191968992,69602979.06111005,241930.3766756907,2,-1,False,Outlier / Not Recommended
MUNICIPAL,61692.38,-77.22512637759279,0.1101358640983728,-77.39468637632592,-0.0736577748983,-77.05556637885965,0.2939295030950458,"Bosque siempreverde piemontano del norte de la coordillera oriental de los Andes, Bosque siempreverde de tierras bajas del Aguarico Putumayo Caqueta",SUCUMBIOS,CASCALES,24676952,11.02991570145627,0.3391199974662697,0.3675872779933458,0.922556401829152,0.1246561967817364,252336.9168989397,10012182.570027333,233453.4442596573,9991851.438664583,271220.50570557977,10032509.104307087,37767.061445922416,40657.66564250365,0.928903832748324,1535520556.568204,459599.0752214133,2,-1,False,Outlier / Not Recommended
MUNICIPAL,75665.08,-79.10388898355343,-4.567559086644115,-79.34465417692694,-4.812601080938297,-78.86312379017993,-4.322517092349934,"Bosque siempreverde montano del sur de la coordillera oriental de los Andes, Bosque siempreverde montano de las coordilleras del condor Kutuku",ZAMORA CHINCHIPE,PALANDA,30266032,11.234072038412592,0.4815303867470106,0.4900839885883625,0.9825466593011204,0.2359903325634717,710362.2404183166,9494859.48915773,683578.8161138427,9467827.901801703,737163.7122403407,9521889.44544899,53584.896126498,54061.54364728741,0.991183242493034,2896882200.778034,303419.36430383334,2,-1,False,Outlier / Not Recommended
PROVINCIAL,69954.19,-78.72824469405265,-0.1607340248014361,-78.87717363398343,-0.3559221665875537,-78.57931575412186,0.0344541169846814,"Bosque siempreverde montano de la coordillera Occidental de los Andes, Bosque siempreverde montano bajo de coordillera Occidental de los Andes,Herbazal de Paramo",SANTO DOMINGO DE LOS TSACHILAS,"DMQ, SAN MIGUEL DE LOS BANCOS, MEJIA",27981676,11.155595878228231,0.2978578798615672,0.3903762835722351,0.7630019845799615,0.1162766521730638,752855.2058694207,9982219.992147751,736267.3196401668,9960632.702833882,769442.2116903618,10003811.639402248,33174.89205019502,43178.93656836637,0.7683119290737409,1432456559.4977722,211893.9347166236,3,0,True,Large Area - Multiple Missions or Multi-Robot
PROVINCIAL,4187.09,-78.38988724573913,-0.017367580693349,-78.4284510479639,-0.0651923122199839,-78.35132344351436,0.0304571508332858,Bosque y arbustal semideciduo del norte de los valles,PICHINCHA,"DMQ, PEDRO MONCAYO",1674836,8.339761260892258,0.0771276044495437,0.0956494630532697,0.8063568908926589,0.0073772139521838,790541.3737028341,9998078.353444813,786245.5964245803,9992786.978007363,794837.0844885329,10003370.054895423,8591.488063952536,10583.076888060195,0.8118138188757393,90924378.76366112,244571.59954513275,1,-1,False,Outlier / Not Recommended
PROVINCIAL,39522.89,-78.33569510214679,-0.4480274216899798,-78.43614095110206,-0.5890218345822095,-78.2352492531915,-0.3070330087977501,"Herbazal de paramo, Arbustal siempreverde montano del norte de los Andes,Arbustal siempreverde,Herbazal inundable del paramo",PICHINCHA Y NAPO,"QUIJOS,DMQ, RUMINAHUI",15809156,10.584635276718506,0.2008916979105635,0.2819888257844594,0.7124101341225012,0.0566492140036461,796569.0329003126,9950425.55055112,785374.2212065315,9934829.694728268,807763.4065415501,9966023.809952034,22389.18533501856,31194.115223765373,0.7177374698533054,698410827.1068068,210326.6935554061,4,0,True,Large Area - Multiple Missions or Multi-Robot
PROVINCIAL,6986.33,-78.02135607802344,0.1351747577212417,-78.07778485486462,0.0772307510589546,-77.96492730118226,0.1931187643835288,"Herbazal de paramo, Arbustal siempreverde, Bosque siempreverde montano alto del norte de la coordillera oriental de los Andes",PICHINCHA,CAYAMBE,2794532,8.851710661583079,0.1128575536823603,0.1158880133245741,0.9738500943356728,0.0130788376849202,831597.9818643231,10014961.221743977,825311.1051606869,10008547.508087276,169931.35125534813,10021374.23136877,-655379.7539053387,12826.72328149341,-51.09486963446693,-8406374747.63703,282305.334089006,3,-1,True,Outlier / Not Recommended
MUNICIPAL,4615.65,-78.02668039835038,-1.4485988674890664,-78.05724613395354,-1.5070508331928338,-77.99611466274723,-1.390146901785299,"Bosque siempreverde montano bajo del norte de la coordillera oriental de los Andes, Bosque siempreverde piemontano del norte de la coordillera oriental de los Andes",PASTAZA,"PASTAZA,MERA",1846259,8.437207982089856,0.0611314712063091,0.1169039314075348,0.5229205720231956,0.007146509316744,830900.3603876935,9839668.756503796,827487.1008872084,9833203.885519592,166552.0741378803,9846135.039957946,-660935.026749328,12931.154438354077,-51.11183459296795,-8546652904.613242,180357.3439470152,2,-1,False,Outlier / Not Recommended
MUNICIPAL,2034.17,-79.02855442626122,-2.737103616619033,-79.07175491357579,-2.782831430936068,-78.98535393894666,-2.691375802301998,Herbazal de paramo y Bosque siempreverde montano alto de la Coordillera Occidental,AZUAY,CUENCA,813668,7.617843152270829,0.0864009746291287,0.0914556286340699,0.9447310676754864,0.0079018554493033,719167.280408231,9697285.38952546,714354.6088252148,9692235.915641123,723980.3032316818,9702334.949680142,9625.694406467024,10099.034039016811,0.9531302072334809,97210215.4600842,114766.12661898811,1,-1,True,Outlier / Not Recommended
MUNICIPAL,4.61,-79.19984231967592,-3.179989753872244,-79.29395257032174,-3.2465040198025013,-79.10573206903013,-3.1134754879419866,Bosque siempreverde montano del Sur de la Coordillera Oriental y Arbustal siempreverde montano del sur de los Andes,AZUAY,GIRON,1844,1.528227857225477,0.1882205012916102,0.1330285318605146,1.4148881991276745,0.025038696952873,700039.0294017079,9648337.59816494,689565.7518647185,9641000.040904064,710513.9224132199,9655674.9516412,20948.170548501424,14674.91073713638,1.427481974080325,307412532.90556765,151505.86004560912,1,-1,False,Outlier / Not Recommended
MUNICIPAL,1110.16,-79.18171079653476,-3.1071224733029745,-79.20307461912752,-3.134853546352608,-79.16034697394198,-3.079391400253341,Bosque siempreverde montano alto de la Coordillera Occidental y Herbazal de páramo,AZUAY,GIRON,444064,7.012259428063656,0.0427276451855362,0.0554621460992672,0.7703929151726042,0.0023697668997578,702068.5619507201,9656392.393878782,699688.3537448281,9653329.739271194,704448.8754528977,9659455.071600689,4760.521708069602,6125.332329494879,0.7771858655155446,29159777.523700915,144435.01397876203,1,-1,True,Outlier / Not Recommended
MUNICIPAL,0.66,-79.24236317169934,-3.246407794812474,-79.24297726872179,-3.2467654440823788,-79.24174907467687,-3.246050145542569,Intervencion,AZUAY,GIRON,264,-0.4155154424465143,0.0012281940449128,0.0007152985398097,1.717034580001855,8.785254069292055e-07,695299.8475163712,9641000.863507727,695231.5219986523,9640961.43123802,695368.173097086,9641040.2957617,136.65109843376558,78.86452367901802,1.732732184983563,10776.923788193528,157314.3679811961,1,-1,False,Outlier / Not Recommended
MUNICIPAL,32.25,-79.21513462695196,-3.1429881176164214,-79.22078399985018,-3.1460660586064684,-79.20948525405376,-3.139910176626375,Intervencion,AZUAY,GIRON,12900,3.473518043272789,0.0112987457964237,0.0061558819800935,1.835438690592536,6.95537456458626e-05,698346.1812440008,9652432.453252744,697717.6028155196,9652093.145070396,698974.7647218409,9652771.760108406,1257.1619063213002,678.6150380093604,1.8525405950436764,853128.9748421492,147098.11353620552,1,3,False,Special Configuration Required
MUNICIPAL,11.64,-79.20406460448089,-3.174325561668472,-79.20692784888593,-3.1772049755482774,-79.20120136007586,-3.171446147788667,Intervencion,AZUAY,GIRON,4656,2.454447442389202,0.0057264888100689,0.0057588277596103,0.9943842835251202,3.297786272452326e-05,699570.7707773946,9648964.806095652,699251.9405142134,9648646.930712214,699889.6028043601,9649282.681579046,637.6622901466908,635.7508668322116,1.0030065602946014,405394.3537069719,150770.89346878682,1,3,False,Special Configuration Required
MUNICIPAL,6.34,-79.19245503238355,-0.2465263325710195,-79.19390800960599,-0.2481602449853564,-79.19100205516109,-0.2448924201566827,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,2536,1.8468787686068635,0.0029059544448983,0.0032678248286737,0.8892623405445691,9.496150086033684e-06,701166.2450358124,9972737.774863504,701004.4609761132,9972557.110006696,701328.0291027392,9972918.43999337,323.5681266259635,361.3299866747111,0.895492039293051,116914.86688212062,184733.30465294505,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,54846.54,-78.76332494382893,-0.4632064897076323,-78.95485781287576,-0.6490325188052893,-78.5717920747821,-0.2773804606099753,"Bosque siempreverde montano de la coordillera occidental de los andes, Bosque siempreverde montano bajo de coordillera occidental de los Andes,Herbazal de paramo",PICHINCHA,MEJIA,21938616,10.91229438258334,0.3830657380936628,0.371652058195314,1.0307106569597952,0.1423671699866169,748941.5088133104,9948762.456809403,727607.2689546878,9928216.345899714,770277.0624873812,9969313.383408155,42669.79353269341,41097.037508443,1.0382693283895772,1753602105.2906196,180692.6965404557,3,0,True,Large Area - Multiple Missions or Multi-Robot
PROVINCIAL,35.17,-79.2540552435714,-0.0597108688105468,-79.25828520310144,-0.0648999262802571,-79.24982528404138,-0.0545218113408365,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,14068,3.560193446514325,0.0084599190600584,0.0103781149394206,0.8151690643504992,8.77980123834822e-05,694310.1102026802,9993397.068818728,693839.1833325344,9992823.270101251,694781.0366440574,9993970.87009894,941.8533115229802,1147.5999976862222,0.8207156791748983,1080870.8581245327,203459.1337261582,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,12.41,-79.27059060489646,-0.3670521168025124,-79.272618717049,-0.3697426259856261,-79.26856249274391,-0.3643616076193985,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,4964,2.518502599297096,0.0040562243050885,0.0053810183662276,0.753802212745462,2.1826617483220416e-05,692465.4656567802,9959411.09470648,692239.6310569008,9959113.62002237,692691.3002129282,9959708.569977852,451.6691560273757,594.9499554838985,0.7591716779930751,268720.5442719372,169780.48128575544,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,13.72,-79.15601168758178,-0.2375009963404432,-79.15766900223942,-0.2402791042616732,-79.15435437292415,-0.2347228884192132,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,5488,2.618854622370625,0.0033146293152697,0.0055562158424599,0.59656226696188,1.84167959133839e-05,705223.6489400574,9973735.309723724,705039.0955798107,9973428.11001105,705408.2020675248,9974042.509989168,369.1064877141034,614.3999781161547,0.6007592787441827,226779.01797407583,186717.6255702176,1,2,False,Small Area - Short Mission (Low autonomy)
PROVINCIAL,210777.47,-78.99396480604024,0.6903434121331063,-79.27320428941505,0.3034119480605222,-78.71472532266543,1.0772748762056903,"Bosque siempreverde de tierras bajas del Choco Ecuatorial, Bosque siempreverde piemontano de coordillera occidental de los Andes",ESMERALDAS,"ELOY ALFARO, QUININDE",84310988,12.258558211379556,0.5584789667496182,0.7738629281451681,0.7216768573816175,0.4321861685163475,723251.308176329,10076350.829103218,692175.7420402961,10033551.47868927,754317.0549993489,10119166.775306102,62141.312959052855,85615.2966168318,0.725820214548381,5320246941.148684,290635.31698767794,2,-1,False,Outlier / Not Recommended
PROVINCIAL,31.88,-79.32286368585642,-0.1478326558526671,-79.3268837297414,-0.1504374640256917,-79.31884364197144,-0.1452278476796425,Intervencion,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,12752,3.461978853953382,0.008040087769956,0.0052096163460491,1.5433163773637553,4.188577267003304e-05,686649.4997809671,9983652.99944522,686201.9565889693,9983365.000003329,687097.0436195807,9983940.999996755,895.0870306113502,575.9999934267253,1.55397055698693,515570.1237484848,192547.87015080216,1,2,False,Small Area - Short Mission (Low autonomy)
MUNICIPAL,253.03,-79.25208830849934,-1.5896576098630573,-79.25962685518967,-1.60262750034019,-79.24454976180901,-1.5766877193859246,Bosque siempreverde piemontano de Coordillera Occidental de los Andes e Intervencion,BOLIVAR,CALUMA,101212,5.5335080587768655,0.0150770933806541,0.0259397809542654,0.5812343915317646,0.0003910964997211,694454.7755791254,9824212.315876372,693614.6402073711,9822778.785753684,695294.9149224233,9825645.854344407,1680.274715052219,2867.0685907248408,0.586060173268067,4817462.859315349,48796.01144332104,1,3,False,Special Configuration Required
MUNICIPAL,29315.12,-78.94299477052165,-3.478874261299572,-79.06903617185209,-3.61586206739086,-78.81695336919121,-3.341886455208284,"Herbazal de paramo,Bosque siempreverde montano del Sur de la coordillera oriental de los Andes,Arbustal siempreverde",ZAMORA CHINCHIPE,YACUAMBI,11726048,10.28585870285748,0.2520828026608797,0.2739756121825758,0.9200921196328998,0.0690645401797139,728523.2649799667,9615226.123138092,714483.6015233616,9600105.271782856,742566.7913389931,9630347.453983195,28083.18981563149,30242.18220034056,0.9286099008858664,849296943.1710756,192223.3428784641,3,1,True,Medium Area - Standard Mission
MUNICIPAL,73745.68,-79.3104441518565,-4.091332039055122,-79.49554486750932,-4.510776575396933,-79.12534343620369,-3.6718875027133113,"Bosque siempreverde montano del Sur de la Coordillera Oriental de los Andes, Bosque estaciional montano bajo y piemontano, Arbustal Semideciduo del sur de los valles y Herbazal de páramo",LOJA,LOJA,29498271,11.208377696215235,0.370201431305631,0.8388890726836213,0.4412996222254395,0.3105579354141301,687556.4333009191,9547579.828240026,666912.1790227015,9501240.952641442,708214.0674804521,9593922.324305886,41301.88845775067,92681.37166444398,0.445633116083835,3827915674.596199,247836.80616523352,3,-1,True,Outlier / Not Recommended
MUNICIPAL,54539.32,-78.7377428576941,1.0123743193249075,-78.98389415698101,0.7848985134823859,-78.4915915584072,1.2398501251674294,"Bosque siempreverde de tierras bajas del Choco Ecuatorial, Bosque siempreverde piemontano de Coordillera Occidental de los Andes",ESMERALDAS,SAN LORENZO,21815728,10.906677188408414,0.492302598573815,0.4549516116850435,1.0820988097356827,0.2239738606578921,751759.3708209647,10111985.747339,724367.7942970592,10086809.015635556,779147.8491171962,10137173.18926508,54780.05482013698,50364.17362952232,1.0876790161017371,2758952192.39613,332437.5697036876,2,-1,False,Outlier / Not Recommended
MUNICIPAL,30.89,-79.24284750149185,-1.6462907353880207,-79.2456013792661,-1.6513610416804003,-79.2400936237176,-1.641220429095641,Intervencion,BOLIVAR,CALUMA,12356,3.4304325069628634,0.005507755548507,0.0101406125847594,0.5431382926162155,5.585201522896871e-05,695477.711755727,9817948.77089396,695170.7609899377,9817388.350770598,695784.6630055363,9818509.192229308,613.9020155986072,1120.8414587099105,0.5477152998111449,688086.8306684971,45975.57509730351,1,3,False,Special Configuration Required
MUNICIPAL,44.09,-79.25477856162307,-1.6028531299738358,-79.25833212010217,-1.6076703983560865,-79.25122500314397,-1.598035861591585,Intervencion,BOLIVAR,CALUMA,17636,3.786232999392527,0.0071071169581955,0.0096345367645014,0.7376707769397929,6.84737796233466e-05,694154.153877767,9822753.375942364,693758.2476985843,9822221.008172564,694550.0612957302,9823285.745025786,791.8135971458396,1064.7368532214314,0.7436706964255175,843073.1177630035,47652.75781711676,1,3,False,Special Configuration Required
PROVINCIAL,3917.19,-80.06244404714553,-3.8746066493879168,-80.10751381285267,-3.911079213513432,-80.01737428143839,-3.838134085262404,"Bosque siempreverde estacional piemontano de Catamayo Alamor,Bosque deciduo de tierras bajas de Jama Zapotillo","LOJA, EL ORO","PUYANGO, LAS LAJAS",1566876,8.273129838999768,0.0901395314142803,0.0729451282510278,1.235716933259258,0.0065752396795022,604094.272490813,9571675.444935216,599085.6214901337,9567648.857207889,609103.3747139763,9575701.866684834,10017.753223842592,8053.009476946667,1.2439763361162244,80673061.64931741,227916.2040182232,2,1,False,Medium Area - Standard Mission
MUNICIPAL,54468.77,-77.229197722544,-0.5072518604981515,-77.38702283035644,-0.644353206049446,-77.07137261473157,-0.3701505149468569,"Bosque siempreverde de tierras bajas del Napo Curaray, Bosque siempreverde piemontano del Norte de la Coordillera Oriental de los Andes,Bosque inundado de palmas de la llanura aluvial de la Amazonia",ORELLANA,LORETO,21787508,10.9053827888854,0.3156502156248706,0.2742026911025891,1.151156515658039,0.086552138571452,251892.74675451257,9943890.667535838,234323.4426469131,9928717.315722112,269462.3084954148,9959060.310298622,35138.86584850168,30342.99457651004,1.158055305315949,1066218415.8658004,431719.6744766807,3,-1,False,Outlier / Not Recommended
MUNICIPAL,6589.36,-78.71493302558136,-3.0015870867182097,-78.75952613977768,-3.060855748335067,-78.67033991138504,-2.942318425101353,"Herbazal de paramo,Arbustal siempreverde  y Bosque siempreverde montano alto del sur de la Coordillera oriental de los Andes",AZUAY,CHORDELEG,2635744,8.793211505936856,0.0891862283926343,0.1185373232337139,0.7523894180097273,0.0105718967829735,753991.6584956122,9667966.07450783,749018.8877988097,9661420.166236969,758964.8492481895,9674512.181762155,9945.9614493798,13092.015525188295,0.7596967350247616,130212681.70820464,158884.5685627211,2,1,True,Medium Area - Standard Mission
MUNICIPAL,26631.07,-79.24320307959465,-2.9835214585493275,-79.36571469649228,-3.072273060855102,-79.12069146269702,-2.894769856243553,Herbazal de paramo y Bosque siempreverde monrano alto de la Coordillera Occidental,AZUAY,CUENCA,10652428,10.189833858248653,0.2450232337952513,0.1775032046115487,1.3803876552599543,0.0434924092029418,695254.9447403306,9670072.402139364,681620.0595921174,9660279.39688302,708892.4473570262,9679865.163280468,27272.387764908723,19585.766397448257,1.3924595653535687,534150615.8641282,129322.94139861166,1,-1,True,Outlier / Not Recommended
MUNICIPAL,13460.63,-79.15264930914269,-3.3289358188616323,-79.24723120750639,-3.434701826738114,-79.05806741077899,-3.223169810985151,"Herbazal de paramo, Arbustal siempreverde y Bosque siempreverde montano del Sur de la Coordillera Oriental",AZUAY,NABON,5384252,9.50752440745264,0.1891637967273993,0.211532015752963,0.8942561018945596,0.0400141992292305,705254.8952807065,9631856.220242376,694721.6365645308,9620179.20299588,715790.2655479433,9643533.450654585,21068.62898341252,23354.24765870348,0.9021326351979456,492041979.107954,168791.03410047202,2,1,True,Medium Area - Standard Mission
MUNICIPAL,202.54,-78.75902187683923,-2.699774394173538,-78.76933377488571,-2.707513766960337,-78.74870997879275,-2.692035021386738,Herbazal de paramo,AZUAY,PAUTE,81016,5.310937397909076,0.0206237960929627,0.0154787455735991,1.3323944542214434,0.0003192304924847,749153.5054112668,9701361.998843385,748004.8662129504,9700508.005766263,750302.1627462007,9702215.994160216,2297.29653325025,1707.9883939512074,1.3450305291211089,3923755.816255771,130604.51610068754,1,3,True,Special Configuration Required
MUNICIPAL,1701.81,-78.21251413774593,0.9234155451413738,-78.24020739225882,0.8344941769571144,-78.18482088323303,1.0123369133256332,Bosque siempreverde montano bajo y piemontano de la Coordillera Occidental de los Andes,CARCHI,TULCAN,680724,7.439447669529935,0.0553865090257943,0.1778427363685188,0.3114353155227505,0.0098500883230469,810260.5513197501,10102186.95513425,807183.023063943,10092344.556162205,813337.2551004607,10112029.848051189,6154.2320365177,19685.29188898392,0.3126309770372953,121147853.99138688,344861.63916157995,1,-1,False,Outlier / Not Recommended
MUNICIPAL,23.01,-79.4680466379023,-1.4405686454381126,-79.47621791474975,-1.4514732305635427,-79.45987536105486,-1.429664060312683,Intervencion,LOS RIOS,VENTANAS,9204,3.135928904090734,0.0163425536948977,0.0218091702508598,0.7493431780106494,0.0003564175358658,670434.9556364513,9840716.252058895,669524.8481292018,9839511.141086118,671345.0691540588,9841921.368907137,1820.221024857019,2410.227821016684,0.7552070426638993,4387147.354509889,49240.77589400362,1,3,False,Special Configuration Required
MUNICIPAL,15166.4,-80.0683863819911,-3.559764237160114,-80.20829146512723,-3.726414110121876,-79.92848129885498,-3.393114364198352,"Bosque semideciduo de tierras bajas de Jama Zapotillo,Bosque siempreverde estacional de tierras bajas de Jama Zapotillo y Manglar",EL ORO,ARENILLAS,6066560,9.626837733698842,0.2798101662722558,0.333299745923524,0.8395150877100982,0.0932606573253619,603471.1465108667,9606481.781165076,587915.114925959,9588073.97137517,619032.5140047006,9624888.630282354,31117.39907874156,36814.65890718438,0.8452448020010896,1145576433.1626036,194379.2472790939,2,1,True,Medium Area - Standard Mission
MUNICIPAL,31901.55,-79.39995912847259,-3.994684253443911,-79.57662375705912,-4.187482482480868,-79.22329449988605,-3.8018860244069534,"Arbustal semideciduo del sur de los Valles, Bosque siempreverde montano de Catamayo Alamor,Bosque semodeciduo montano bajo del Catamayo Alamor",LOJA,CATAMAYO,12760620,10.370409876934236,0.3533292571730726,0.3855964580739144,0.9163187287084072,0.136242510099824,677637.838337501,9558287.362724245,657982.324740498,9537005.788119018,697302.210537326,9579568.285686493,39319.88579682808,42562.49756747298,0.9238152844412992,1673552543.5808103,236125.9483580273,3,1,False,Medium Area - Standard Mission
MUNICIPAL,17560.49,-79.64424527457088,-1.3087157074660605,-79.72209274554633,-1.3943305855715706,-79.56639780359542,-1.2231008293605503,"Herbazal inundable ripario de tierra bajas de Jama Zapotillo, Bosque siempreverde estacional inundable de llanura aluvial de Jama Zapotillo",LOS RIOS,PALENQUE,7024196,9.773406771127863,0.1556949419509123,0.1712297562110203,0.9092750260635882,0.0266596069535436,650836.6240317096,9855306.57543774,642169.11239341,9845845.68663339,659504.669288205,9864767.801222652,17335.556894795038,18922.11458926276,0.9161532561815836,328025394.0319957,62100.21123616201,2,-1,True,Outlier / Not Recommended
PROVINCIAL,50.46,-80.03725555720294,0.3654352504728584,-80.04256577605734,0.3610707398020884,-80.03194533834854,0.3697997611436283,Intervencion,MANABI,PEDERNALES,20184,3.92118094323273,0.010620437708809,0.0087290213415398,1.2166812379741874,9.270602741668884e-05,607132.2628804981,10040397.321679384,606541.3480131797,10039914.780944051,607723.1774860194,10040879.864281723,1181.829472839716,965.0833376720548,1.2245879984719923,1140563.932207358,251825.0988081305,1,2,False,Small Area - Short Mission (Low autonomy)
